"","model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
"9005","1 Series",2019,15199,"Manual",7565,"Petrol",145,53.3,1.5
"9006","1 Series",2016,9995,"Manual",49782,"Diesel",0,78.5,1.5
"9007","1 Series",2014,13083,"Automatic",48343,"Diesel",125,60.1,2
"9008","1 Series",2015,9500,"Manual",56941,"Diesel",0,83.1,1.5
"9009","2 Series",2015,11399,"Automatic",65033,"Diesel",20,68.9,2
"9010","5 Series",2015,11399,"Automatic",92428,"Diesel",30,62.8,2
"9011","1 Series",2016,10607,"Manual",90868,"Petrol",125,52.3,1.5
"9012","X3",2017,18250,"Automatic",36204,"Diesel",145,54.3,2
"9013","3 Series",2014,10375,"Manual",66919,"Diesel",125,57.6,2
"9014","4 Series",2015,12499,"Manual",50452,"Diesel",30,62.8,2
"9015","1 Series",2016,9899,"Manual",47325,"Diesel",0,83.1,1.5
"9016","5 Series",2015,14499,"Automatic",29269,"Diesel",20,68.9,2
"9017","1 Series",2016,10999,"Manual",35898,"Diesel",0,83.1,1.5
"9018","1 Series",2015,10000,"Manual",35259,"Diesel",0,83.1,1.5
"9019","2 Series",2016,15499,"Manual",11448,"Petrol",145,47.1,1.5
"9020","5 Series",2016,15999,"Automatic",28774,"Diesel",30,62.8,2
"9021","3 Series",2016,16212,"Automatic",31499,"Diesel",145,54.3,3
"9022","4 Series",2017,14778,"Automatic",56292,"Diesel",145,70.6,2
"9023","1 Series",2014,11250,"Automatic",17408,"Diesel",20,67.3,2
"9024","1 Series",2019,15199,"Manual",10844,"Petrol",145,53.3,1.5
"9025","1 Series",2016,9349,"Manual",71381,"Diesel",0,78.5,1.5
"9026","1 Series",2015,12999,"Automatic",34267,"Diesel",20,70.6,2
"9027","3 Series",2010,3690,"Manual",96000,"Diesel",30,62.8,2
"9028","X1",2016,18899,"Automatic",22780,"Petrol",160,44.8,2
"9029","X1",2016,17499,"Automatic",35421,"Diesel",145,55.4,2
"9030","4 Series",2014,10991,"Manual",81978,"Diesel",125,60.1,2
"9031","3 Series",2013,8991,"Manual",64377,"Diesel",20,68.9,2
"9032","3 Series",2014,9991,"Automatic",44287,"Diesel",20,68.9,2
"9033","6 Series",2017,29991,"Automatic",28879,"Petrol",145,31,4.4
"9034","3 Series",2015,15491,"Automatic",35248,"Diesel",30,64.2,2
"9035","X5",2016,25991,"Automatic",62756,"Diesel",200,47.1,3
"9036","3 Series",2017,17488,"Automatic",15537,"Diesel",30,64.2,2
"9037","X5",2018,51988,"Automatic",9691,"Petrol",150,25.4,4.4
"9038","5 Series",2019,28488,"Automatic",205,"Diesel",145,65.7,2
"9039","3 Series",2019,29488,"Automatic",7935,"Diesel",145,48.7,2
"9040","4 Series",2017,16488,"Manual",27599,"Diesel",150,62.8,2
"9041","5 Series",2016,21988,"Automatic",29314,"Diesel",165,51.4,3
"9042","2 Series",2017,17988,"Manual",19837,"Petrol",150,47.1,1.5
"9043","X5",2018,39988,"Automatic",16933,"Hybrid",140,85.6,2
"9044","X5",2020,53988,"Automatic",5000,"Diesel",145,37.7,3
"9045","2 Series",2019,23447,"Automatic",2231,"Petrol",145,50.4,2
"9046","M4",2020,52988,"Automatic",10,"Petrol",150,34,3
"9047","M4",2020,45488,"Automatic",10,"Petrol",150,34,3
"9048","M4",2020,49488,"Automatic",10,"Petrol",150,34,3
"9049","3 Series",2016,13988,"Automatic",42102,"Petrol",125,51.4,2
"9050","M4",2020,45488,"Automatic",10,"Petrol",150,34,3
"9051","4 Series",2017,25488,"Automatic",23910,"Petrol",145,41.5,3
"9052","1 Series",2019,16499,"Automatic",7559,"Petrol",145,55.5,1.5
"9053","X3",2015,18999,"Automatic",21512,"Diesel",145,54.3,2
"9054","2 Series",2016,12150,"Manual",57417,"Petrol",125,50.4,1.5
"9055","1 Series",2013,12250,"Automatic",48491,"Diesel",125,60.1,2
"9056","5 Series",2012,8499,"Manual",77201,"Diesel",30,62.8,2
"9057","1 Series",2016,11999,"Automatic",38204,"Diesel",0,78.5,1.5
"9058","1 Series",2016,10550,"Manual",40313,"Diesel",0,78.5,1.5
"9059","1 Series",2015,9750,"Manual",48534,"Diesel",20,72.4,1.5
"9060","1 Series",2016,10999,"Manual",27681,"Diesel",0,83.1,1.5
"9061","X1",2016,14499,"Manual",27795,"Diesel",20,68.9,2
"9062","4 Series",2018,26488,"Automatic",21770,"Petrol",145,41.5,3
"9063","5 Series",2018,28988,"Automatic",40820,"Petrol",145,39.2,3
"9064","X3",2020,34988,"Automatic",5000,"Diesel",145,54.3,2
"9065","3 Series",2019,28988,"Automatic",4673,"Diesel",145,48.7,2
"9066","4 Series",2019,25988,"Automatic",5000,"Diesel",145,65.7,2
"9067","1 Series",2019,27988,"Automatic",3574,"Petrol",145,40.4,1.5
"9068","1 Series",2019,28488,"Automatic",6744,"Petrol",145,40.4,1.5
"9069","3 Series",2019,28488,"Automatic",5741,"Diesel",145,48.7,2
"9070","X5",2019,49488,"Automatic",6560,"Petrol",145,27.2,3
"9071","6 Series",2019,35988,"Automatic",3693,"Diesel",145,47.9,3
"9072","X5",2019,49488,"Automatic",6748,"Petrol",145,27.2,3
"9073","3 Series",2020,53988,"Automatic",5000,"Petrol",145,34.9,3
"9074","M4",2020,53988,"Automatic",5000,"Petrol",145,34,3
"9075","X1",2020,28488,"Manual",5000,"Diesel",145,40.4,2
"9076","3 Series",2016,18788,"Automatic",49477,"Diesel",145,53.3,3
"9077","3 Series",2017,23488,"Automatic",16730,"Diesel",145,51.4,3
"9078","2 Series",2016,14718,"Manual",23130,"Petrol",145,47.1,1.5
"9079","3 Series",2017,18999,"Manual",28772,"Diesel",145,60.1,2
"9080","1 Series",2016,12199,"Manual",41621,"Diesel",30,65.7,2
"9081","3 Series",2016,18988,"Automatic",32722,"Hybrid",0,134.5,2
"9082","X3",2019,33988,"Automatic",7765,"Diesel",145,54.3,2
"9083","3 Series",2018,22988,"Automatic",21276,"Diesel",145,56.5,3
"9084","X6",2019,58988,"Automatic",5000,"Petrol",145,26.4,3
"9085","5 Series",2017,27488,"Automatic",23500,"Petrol",145,39.2,3
"9086","1 Series",2016,12999,"Automatic",68949,"Petrol",200,43.5,2
"9087","2 Series",2016,12799,"Manual",57561,"Diesel",30,67.3,1.5
"9088","5 Series",2017,25176,"Automatic",34640,"Diesel",145,60.1,3
"9089","4 Series",2015,14750,"Manual",38974,"Petrol",200,42.8,2
"9090","X1",2016,12999,"Manual",58557,"Diesel",20,68.9,2
"9091","1 Series",2016,11788,"Manual",17084,"Diesel",0,78.5,1.5
"9092","3 Series",2016,16999,"Automatic",23157,"Hybrid",0,134.5,2
"9093","3 Series",2019,24988,"Automatic",6332,"Diesel",145,54.3,2
"9094","1 Series",2019,30488,"Automatic",5000,"Petrol",145,34.5,2
"9095","1 Series",2019,26988,"Automatic",5000,"Diesel",145,51.4,2
"9096","M4",2019,44988,"Automatic",5000,"Petrol",145,34,3
"9097","M5",2019,74988,"Automatic",2684,"Petrol",145,24.1,4.4
"9098","X2",2019,28988,"Automatic",9401,"Diesel",145,58.9,2
"9099","X7",2020,66988,"Automatic",5000,"Diesel",145,33.6,3
"9100","1 Series",2020,25988,"Automatic",5000,"Petrol",145,40.4,1.5
"9101","3 Series",2017,24488,"Automatic",24122,"Diesel",145,51.4,3
"9102","1 Series",2019,24488,"Automatic",7932,"Petrol",145,47.9,2
"9103","1 Series",2017,21988,"Manual",10417,"Petrol",145,36.2,3
"9104","3 Series",2017,26488,"Automatic",16074,"Diesel",145,49.6,3
"9105","M4",2018,36991,"Manual",9662,"Petrol",145,31,3
"9106","M4",2016,31491,"Semi-Auto",27817,"Petrol",305,34,3
"9107","Z4",2016,15991,"Manual",25921,"Petrol",205,41.5,2
"9108","3 Series",2017,12991,"Automatic",46567,"Diesel",30,67.3,2
"9109","X1",2017,17988,"Automatic",44775,"Diesel",125,57.6,2
"9110","3 Series",2018,24988,"Automatic",23288,"Diesel",145,51.4,3
"9111","X2",2019,27988,"Automatic",5599,"Petrol",145,39.2,2
"9112","2 Series",2020,26988,"Automatic",5000,"Petrol",145,47.9,2
"9113","4 Series",2016,20991,"Automatic",14613,"Diesel",125,60.1,2
"9114","X3",2011,10991,"Automatic",29670,"Diesel",165,50.4,2
"9115","1 Series",2014,10400,"Automatic",25975,"Petrol",145,48.7,1.6
"9116","1 Series",2016,10990,"Manual",36681,"Diesel",0,83.1,1.5
"9117","2 Series",2016,16181,"Manual",28895,"Diesel",125,60.1,2
"9118","2 Series",2020,34988,"Automatic",5000,"Petrol",145,36.2,2
"9119","X1",2016,18988,"Automatic",38635,"Diesel",145,55.4,2
"9120","2 Series",2020,26988,"Automatic",1221,"Diesel",145,49.6,2
"9121","2 Series",2017,10000,"Manual",85600,"Petrol",145,55.4,1.5
"9122","2 Series",2016,8500,"Manual",79460,"Diesel",20,68.9,2
"9123","3 Series",2015,11295,"Automatic",94590,"Diesel",30,62.8,2
"9124","1 Series",2016,11988,"Manual",20698,"Diesel",0,78.5,1.5
"9125","X5",2016,34488,"Automatic",48761,"Diesel",235,42.8,3
"9126","2 Series",2020,24988,"Automatic",5000,"Diesel",145,48.7,2
"9127","2 Series",2019,27988,"Automatic",2290,"Petrol",145,46.3,2
"9128","3 Series",2015,10695,"Automatic",105090,"Diesel",30,62.8,2
"9129","5 Series",2015,10295,"Automatic",101030,"Diesel",20,68.9,2
"9130","3 Series",2016,16000,"Automatic",51440,"Diesel",165,49.6,3
"9131","X1",2011,7950,"Automatic",70582,"Diesel",200,45.6,2
"9132","X1",2012,7999,"Manual",88706,"Diesel",160,51.4,2
"9133","6 Series",2006,4999,"Automatic",126054,"Petrol",555,29.7,3
"9134","3 Series",2015,8799,"Manual",92468,"Diesel",20,68.9,2
"9135","X3",2014,11000,"Manual",109450,"Diesel",165,52.3,2
"9136","5 Series",2016,12795,"Automatic",64470,"Diesel",30,62.8,2
"9137","2 Series",2015,9295,"Manual",71670,"Diesel",20,68.9,2
"9138","X1",2016,11495,"Manual",110710,"Diesel",125,60.1,2
"9139","2 Series",2016,11500,"Automatic",83280,"Diesel",30,65.7,2
"9140","X3",2017,28988,"Automatic",22800,"Diesel",150,48.7,3
"9141","M4",2020,47488,"Automatic",10,"Petrol",150,34,3
"9142","1 Series",2016,14988,"Automatic",25633,"Diesel",30,65.7,2
"9143","X1",2016,13500,"Manual",75220,"Diesel",125,58.9,2
"9144","X3",2014,12795,"Automatic",72430,"Diesel",145,54.3,2
"9145","4 Series",2014,8500,"Manual",141300,"Diesel",125,58.9,2
"9146","X3",2016,15795,"Automatic",73850,"Diesel",200,47.9,3
"9147","X3",2016,13795,"Automatic",110390,"Diesel",145,54.3,2
"9148","3 Series",2016,14795,"Automatic",70250,"Hybrid",0,134.5,2
"9149","5 Series",2014,10295,"Automatic",103230,"Diesel",125,60.1,2
"9150","2 Series",2015,7195,"Manual",92920,"Diesel",20,68.9,2
"9151","X3",2015,12000,"Automatic",126700,"Diesel",150,54.3,2
"9152","2 Series",2017,12000,"Automatic",88100,"Hybrid",0,141.2,1.5
"9153","5 Series",2015,14500,"Automatic",30310,"Diesel",30,62.8,2
"9154","X1",2016,12795,"Manual",71720,"Diesel",20,68.9,2
"9155","1 Series",2017,9500,"Manual",72120,"Diesel",20,72.4,1.5
"9156","X1",2017,19488,"Automatic",34959,"Petrol",150,44.8,2
"9157","3 Series",2017,21988,"Automatic",41741,"Diesel",150,51.4,3
"9158","3 Series",2014,15680,"Semi-Auto",64260,"Diesel",165,52.3,3
"9159","X1",2016,16799,"Automatic",50296,"Diesel",145,55.4,2
"9160","6 Series",2008,8499,"Automatic",94000,"Diesel",305,39.2,3
"9161","3 Series",2016,10695,"Automatic",100680,"Diesel",125,60.1,2
"9162","4 Series",2016,13500,"Automatic",100550,"Diesel",125,58.9,2
"9163","3 Series",2014,9295,"Manual",103260,"Diesel",125,58.9,2
"9164","3 Series",2016,8695,"Manual",101930,"Diesel",20,72.4,2
"9165","3 Series",2014,12295,"Manual",56300,"Diesel",125,58.9,2
"9166","X4",2014,18500,"Automatic",67210,"Diesel",200,47.9,3
"9167","1 Series",2017,12295,"Automatic",52810,"Diesel",20,68.9,2
"9168","1 Series",2016,8795,"Manual",98210,"Diesel",30,65.7,2
"9169","5 Series",2016,10000,"Automatic",124840,"Diesel",30,62.8,2
"9170","3 Series",2014,9000,"Automatic",155790,"Diesel",145,54.3,3
"9171","3 Series",2018,19995,"Manual",22000,"Diesel",145,61.4,2
"9172","Z3",2002,14995,"Automatic",16500,"Petrol",325,29.4,2.2
"9173","X1",2018,21995,"Automatic",2500,"Petrol",150,46.3,1.5
"9174","3 Series",2007,2375,"Manual",94000,"Petrol",240,38.7,2
"9175","X4",2015,19799,"Automatic",51536,"Diesel",200,47.9,3
"9176","3 Series",2011,5975,"Manual",51000,"Diesel",125,60.1,2
"9177","X1",2010,6695,"Manual",64000,"Diesel",145,54.3,2
"9178","1 Series",2009,2995,"Manual",120000,"Diesel",30,62.8,2
"9179","1 Series",2016,7999,"Manual",80103,"Diesel",0,83.1,1.5
"9180","3 Series",2012,8499,"Manual",41000,"Petrol",200,42.8,2
"9181","1 Series",2014,8290,"Manual",65106,"Petrol",145,50.4,1.6
"9182","5 Series",2014,14695,"Automatic",56000,"Diesel",145,53.3,3
"9183","M6",2006,12495,"Semi-Auto",89000,"Petrol",570,19.1,5
"9184","3 Series",2016,13495,"Automatic",74000,"Diesel",30,64.2,2
"9185","1 Series",2015,11485,"Manual",23460,"Petrol",300,35.3,3
"9186","1 Series",2017,15750,"Manual",6290,"Petrol",145,36.2,3
"9187","M3",2004,16950,"Manual",80000,"Petrol",330,23.7,3.2
"9188","1 Series",2017,19988,"Automatic",30139,"Petrol",200,39.8,3
"9189","X5",2016,28488,"Automatic",49880,"Diesel",200,47.1,3
"9190","X2",2019,28988,"Automatic",7893,"Diesel",145,58.9,2
"9191","1 Series",2019,24488,"Automatic",7488,"Diesel",145,61.4,2
"9192","3 Series",2017,17950,"Automatic",43000,"Diesel",145,53.3,3
"9193","Z4",2012,10595,"Manual",47800,"Petrol",200,41.5,2
"9194","5 Series",2013,10995,"Automatic",45464,"Diesel",125,60.1,2
"9195","M6",2014,28490,"Automatic",53249,"Petrol",565,28.5,4.4
"9196","5 Series",2019,25450,"Automatic",23000,"Diesel",150,65.7,2
"9197","3 Series",2015,12400,"Manual",48402,"Diesel",30,62.8,2
"9198","7 Series",2015,17950,"Automatic",65397,"Diesel",160,49.6,3
"9199","M4",2018,34990,"Automatic",9210,"Petrol",145,34,3
"9200","3 Series",2017,15000,"Automatic",85070,"Hybrid",135,134.5,2
"9201","X5",2015,17500,"Automatic",116130,"Diesel",200,47.9,3
"9202","1 Series",2006,2990,"Manual",88000,"Petrol",260,37.7,1.6
"9203","1 Series",2013,7675,"Manual",60000,"Diesel",30,65.7,2
"9204","3 Series",2009,4975,"Manual",80000,"Petrol",160,45.6,2
"9205","1 Series",2013,7990,"Manual",46057,"Diesel",20,68.9,2
"9206","3 Series",2012,8995,"Automatic",53333,"Diesel",20,68.9,2
"9207","3 Series",2015,12350,"Manual",52507,"Diesel",125,57.6,2
"9208","5 Series",2013,12950,"Automatic",57604,"Diesel",150,55.4,3
"9209","3 Series",2010,2995,"Manual",101104,"Petrol",165,44.8,2
"9210","1 Series",2014,8990,"Manual",77424,"Diesel",30,65.7,2
"9211","5 Series",2010,7990,"Automatic",85724,"Diesel",200,46.3,3
"9212","3 Series",2015,11000,"Automatic",83590,"Diesel",30,62.8,2
"9213","4 Series",2015,12695,"Automatic",105730,"Diesel",125,58.9,2
"9214","4 Series",2017,16000,"Automatic",50390,"Diesel",145,65.7,2
"9215","1 Series",2014,8000,"Manual",94420,"Diesel",30,65.7,2
"9216","5 Series",2015,10795,"Automatic",91360,"Diesel",30,62.8,2
"9217","X1",2015,10795,"Manual",22580,"Diesel",125,57.6,2
"9218","3 Series",2017,15500,"Automatic",54590,"Petrol",150,47.9,2
"9219","5 Series",2012,9990,"Automatic",48417,"Diesel",125,60.1,2
"9220","3 Series",2012,7275,"Automatic",80000,"Diesel",165,52.3,2
"9221","1 Series",2013,8990,"Manual",62635,"Diesel",30,64.2,2
"9222","1 Series",2013,7475,"Manual",65000,"Petrol",150,49.6,1.6
"9223","1 Series",2013,7990,"Manual",60000,"Diesel",30,65.7,1.6
"9224","1 Series",2013,6990,"Manual",84000,"Diesel",20,68.9,2
"9225","3 Series",2014,9990,"Manual",70643,"Diesel",30,62.8,2
"9226","1 Series",2008,3975,"Manual",79000,"Diesel",30,62.8,2
"9227","1 Series",2014,7990,"Manual",73824,"Diesel",30,65.7,2
"9228","1 Series",2015,8290,"Manual",35000,"Petrol",125,51.4,1.6
"9229","3 Series",2009,4675,"Manual",70000,"Petrol",165,47.9,2
"9230","5 Series",2013,8975,"Manual",65000,"Diesel",125,58.9,2
"9231","5 Series",2011,9975,"Automatic",74000,"Diesel",145,53.3,2
"9232","1 Series",2012,7375,"Manual",60000,"Petrol",145,49.6,1.6
"9233","5 Series",2015,10499,"Automatic",82375,"Diesel",20,68.9,2
"9234","5 Series",2015,9899,"Manual",83643,"Diesel",125,60.1,2
"9235","3 Series",2012,8275,"Automatic",75000,"Diesel",160,52.3,2
"9236","4 Series",2014,12975,"Automatic",65000,"Diesel",125,60.1,2
"9237","3 Series",2005,4375,"Manual",55000,"Diesel",160,50.4,2
"9238","5 Series",2010,7475,"Manual",75000,"Diesel",145,55.4,2
"9239","5 Series",2014,10675,"Automatic",64221,"Diesel",30,62.8,2
"9240","3 Series",2013,8990,"Manual",76247,"Diesel",30,61.4,2
"9241","1 Series",2012,10975,"Manual",45000,"Diesel",145,56.5,2
"9242","3 Series",2008,2675,"Manual",130000,"Petrol",155,46.3,2
"9243","1 Series",2016,11499,"Manual",14668,"Diesel",20,72.4,1.5
"9244","1 Series",2018,21999,"Automatic",16475,"Petrol",145,39.8,3
"9245","2 Series",2016,11499,"Manual",49636,"Petrol",125,53.3,1.5
"9246","1 Series",2016,10599,"Manual",39779,"Diesel",0,83.1,1.5
"9247","6 Series",2014,18999,"Automatic",27782,"Diesel",160,50.4,3
"9248","4 Series",2015,13500,"Manual",44748,"Diesel",145,53.3,2
"9249","5 Series",2008,6795,"Automatic",61442,"Petrol",260,37.7,2.5
"9250","3 Series",2015,7995,"Manual",101215,"Diesel",30,65.7,2
"9251","X1",2016,13495,"Manual",47000,"Diesel",20,68.9,2
"9252","3 Series",2012,6995,"Manual",81000,"Diesel",30,62.8,2
"9253","5 Series",2008,5475,"Automatic",65000,"Diesel",160,50.4,2
"9254","6 Series",2010,8995,"Automatic",92642,"Diesel",260,40.9,3
"9255","X3",2013,10795,"Automatic",94853,"Diesel",160,50.4,2
"9256","X5",2012,12995,"Automatic",110394,"Diesel",300,37.7,3
"9257","1 Series",2008,4795,"Manual",89241,"Petrol",200,42.8,2
"9258","4 Series",2016,16299,"Automatic",52070,"Diesel",30,65.7,2
"9259","4 Series",2015,14999,"Automatic",19887,"Diesel",30,64.2,2
"9260","5 Series",2013,9950,"Manual",70000,"Diesel",145,55.4,2
"9261","5 Series",2010,7975,"Automatic",70000,"Diesel",145,54.3,2
"9262","3 Series",2016,14975,"Manual",49000,"Diesel",120,60.1,2
"9263","1 Series",2013,7475,"Manual",70000,"Diesel",0,74.3,1.6
"9264","X3",2009,7675,"Manual",70000,"Diesel",195,45.6,2
"9265","3 Series",2013,9975,"Manual",70000,"Diesel",125,58.9,2
"9266","3 Series",2012,7475,"Automatic",70000,"Diesel",160,52.3,2
"9267","5 Series",2018,25999,"Automatic",30972,"Hybrid",135,156.9,2
"9268","1 Series",2016,8999,"Manual",69647,"Diesel",0,78.5,1.5
"9269","X1",2017,22999,"Automatic",25190,"Petrol",145,44.8,2
"9270","3 Series",2016,18789,"Automatic",33078,"Hybrid",0,134.5,2
"9271","5 Series",2014,6995,"Manual",127798,"Diesel",125,57.6,2
"9272","5 Series",2011,11995,"Automatic",85896,"Diesel",165,50.4,3
"9273","1 Series",2008,3995,"Manual",107407,"Diesel",150,54.3,2
"9274","1 Series",2005,3795,"Automatic",63547,"Diesel",265,42.8,2
"9275","M5",2015,29795,"Automatic",28500,"Petrol",565,28.5,4.4
"9276","4 Series",2015,14999,"Manual",36781,"Diesel",145,53.3,2
"9277","2 Series",2016,12350,"Manual",29460,"Petrol",125,50.4,1.5
"9278","7 Series",2017,25599,"Automatic",25014,"Diesel",145,57.6,3
"9279","X1",2016,13999,"Manual",37840,"Diesel",20,68.9,2
"9280","2 Series",2017,15699,"Automatic",45061,"Hybrid",135,141.2,1.5
"9281","1 Series",2018,17999,"Automatic",9945,"Petrol",145,36.7,1.5
"9282","1 Series",2017,20999,"Automatic",15887,"Petrol",145,39.8,3
"9283","5 Series",2017,19499,"Automatic",21728,"Diesel",145,65.7,2
"9284","2 Series",2018,18999,"Automatic",3924,"Petrol",145,50.4,1.5
"9285","3 Series",2018,17199,"Automatic",13138,"Petrol",145,54.3,1.5
"9286","3 Series",2015,11906,"Automatic",50713,"Petrol",125,51.4,2
"9287","2 Series",2016,12306,"Manual",18840,"Petrol",125,52.3,1.5
"9288","1 Series",2019,15989,"Automatic",5771,"Petrol",145,55.5,1.5
"9289","1 Series",2013,16299,"Automatic",31086,"Petrol",235,37.7,3
"9290","1 Series",2016,11799,"Manual",19568,"Diesel",0,78.5,1.5
"9291","1 Series",2014,14099,"Manual",53050,"Petrol",300,35.3,3
"9292","3 Series",2013,8999,"Manual",58223,"Diesel",20,68.9,2
"9293","X3",2015,17999,"Automatic",39744,"Diesel",145,54.3,2
"9294","1 Series",2015,10899,"Manual",64716,"Diesel",30,65.7,2
"9295","2 Series",2016,12000,"Automatic",30857,"Diesel",20,68.9,2
"9296","X5",2016,25000,"Automatic",52816,"Diesel",160,50.4,2
"9297","3 Series",2018,17399,"Automatic",29065,"Diesel",145,64.2,2
"9298","1 Series",2010,6275,"Manual",60000,"Diesel",125,60.1,2
"9299","2 Series",2016,13999,"Automatic",11576,"Diesel",30,64.2,2
"9300","2 Series",2015,17799,"Automatic",38902,"Petrol",260,37.2,3
"9301","M4",2015,26499,"Automatic",35284,"Petrol",300,34,3
"9302","4 Series",2017,19999,"Automatic",26162,"Diesel",145,58.9,2
"9303","5 Series",2016,18749,"Automatic",41431,"Diesel",160,51.4,3
"9304","1 Series",2013,10599,"Automatic",21061,"Petrol",145,48.7,1.6
"9305","X5",2016,29250,"Automatic",41464,"Hybrid",0,85.6,2
"9306","4 Series",2016,16099,"Manual",37683,"Diesel",30,62.8,2
"9307","2 Series",2016,16359,"Automatic",17748,"Diesel",125,57.6,2
"9308","4 Series",2016,13699,"Automatic",77784,"Diesel",30,65.7,2
"9309","X4",2016,19250,"Automatic",43751,"Diesel",145,54.3,2
"9310","1 Series",2016,12350,"Manual",47324,"Diesel",30,65.7,2
"9311","1 Series",2016,10499,"Manual",36240,"Diesel",0,83.1,1.5
"9312","1 Series",2015,12270,"Automatic",38573,"Diesel",20,68.9,1.5
"9313","5 Series",2016,15850,"Automatic",33740,"Diesel",30,65.7,2
"9314","1 Series",2016,11125,"Manual",33149,"Diesel",0,78.5,1.5
"9315","3 Series",2014,14500,"Automatic",70796,"Diesel",160,50.4,3
"9316","3 Series",2016,14699,"Manual",38206,"Diesel",30,64.2,2
"9317","5 Series",2015,12999,"Manual",52217,"Diesel",125,60.1,2
"9318","3 Series",2016,16199,"Automatic",45223,"Hybrid",0,134.5,2
"9319","6 Series",2017,24499,"Automatic",28062,"Diesel",145,48.7,3
"9320","3 Series",2016,16099,"Automatic",40217,"Hybrid",0,148.7,2
"9321","1 Series",2013,10999,"Manual",32097,"Petrol",145,50.4,1.6
"9322","2 Series",2017,15099,"Manual",16309,"Diesel",145,65.7,2
"9323","1 Series",2016,12369,"Manual",46170,"Diesel",20,70.6,1.5
"9324","5 Series",2018,26495,"Automatic",23640,"Hybrid",135,156.9,2
"9325","3 Series",2016,12999,"Automatic",33332,"Petrol",125,54.3,1.5
"9326","X1",2013,11056,"Automatic",49599,"Diesel",160,52.3,2
"9327","1 Series",2016,17499,"Automatic",26855,"Petrol",235,37.7,3
"9328","1 Series",2016,11001,"Manual",31615,"Diesel",0,78.5,1.5
"9329","1 Series",2014,8499,"Manual",63299,"Diesel",20,68.9,2
"9330","1 Series",2015,10999,"Manual",23905,"Diesel",20,72.4,1.5
"9331","X1",2014,9999,"Manual",42023,"Diesel",160,51.4,2
"9332","X1",2017,15999,"Automatic",60703,"Diesel",145,65.7,2
"9333","X5",2016,25449,"Automatic",46683,"Diesel",200,47.1,3
"9334","2 Series",2014,10999,"Manual",61819,"Diesel",30,62.8,2
"9335","2 Series",2016,11999,"Manual",32878,"Petrol",125,52.3,1.5
"9336","2 Series",2017,15499,"Manual",4240,"Petrol",30,55.4,1.5
"9337","6 Series",2016,19899,"Automatic",50475,"Diesel",200,49.6,3
"9338","X5",2016,24499,"Automatic",57146,"Diesel",160,50.4,2
"9339","1 Series",2017,13499,"Automatic",14597,"Diesel",145,72.4,1.5
"9340","4 Series",2017,17499,"Automatic",33711,"Diesel",145,65.7,2
"9341","3 Series",2016,11999,"Automatic",92300,"Hybrid",0,148.7,2
"9342","2 Series",2016,16279,"Automatic",17574,"Petrol",125,51.4,1.5
"9343","1 Series",2012,5995,"Manual",98000,"Diesel",125,58.9,2
"9344","6 Series",2005,4995,"Automatic",84000,"Petrol",305,24.6,4.4
"9345","M3",2013,25945,"Semi-Auto",30500,"Petrol",570,24.6,4
"9346","3 Series",2016,16499,"Automatic",24500,"Hybrid",0,134.5,2
"9347","1 Series",2016,11499,"Manual",27199,"Diesel",0,83.1,1.5
"9348","1 Series",2012,7950,"Manual",40488,"Diesel",30,62.8,2
"9349","3 Series",2016,12450,"Automatic",66986,"Diesel",30,65.7,2
"9350","3 Series",2017,17694,"Manual",19400,"Diesel",145,64.2,2
"9351","3 Series",2015,12212,"Automatic",59799,"Diesel",30,62.8,2
"9352","3 Series",2013,9174,"Automatic",79144,"Diesel",30,62.8,2
"9353","X4",2016,19999,"Manual",23553,"Diesel",160,52.3,2
"9354","1 Series",2017,11999,"Manual",19108,"Petrol",145,56.5,1.5
"9355","X5",2016,28999,"Automatic",41972,"Hybrid",0,85.6,2
"9356","3 Series",2014,10399,"Manual",47059,"Diesel",30,61.4,2
"9357","5 Series",2016,15699,"Automatic",30767,"Diesel",30,62.8,2
"9358","1 Series",2016,10699,"Manual",35417,"Diesel",0,78.5,1.5
"9359","1 Series",2014,14799,"Manual",31914,"Petrol",300,35.3,3
"9360","4 Series",2016,14799,"Manual",57876,"Diesel",125,57.6,2
"9361","X5",2015,29949,"Automatic",21500,"Diesel",190,47.1,3
"9362","7 Series",2012,8750,"Automatic",134000,"Diesel",250,41.5,3
"9363","X1",2013,8999,"Automatic",60665,"Diesel",160,52.3,2
"9364","1 Series",2015,13500,"Automatic",82876,"Petrol",235,37.7,3
"9365","5 Series",2013,8999,"Automatic",178987,"Hybrid",190,40.4,3
"9366","1 Series",2011,6000,"Manual",80183,"Diesel",145,55.4,2
"9367","3 Series",2010,5999,"Automatic",118000,"Petrol",260,35.8,3
"9368","1 Series",2017,13995,"Manual",14646,"Diesel",30,65.7,2
"9369","3 Series",2007,2995,"Automatic",124200,"Diesel",260,40.9,2
"9370","X5",2012,7250,"Automatic",214000,"Diesel",300,37.7,3
"9371","3 Series",2009,6495,"Automatic",122144,"Petrol",300,34,3
"9372","4 Series",2016,17995,"Automatic",27203,"Diesel",125,58.9,2
"9373","3 Series",2011,6495,"Manual",66400,"Diesel",125,58.9,2
"9374","X1",2016,13299,"Manual",45795,"Diesel",20,68.9,2
"9375","2 Series",2017,10999,"Automatic",79715,"Diesel",125,60.1,2
